
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,1.00,1024.00,20.00,3801293,0.06430,0.00466,1031.79
0.00000,2.00,1.00,1024.00,20.00,3796978,0.06434,0.00468,1031.74
0.79172,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
1.18758,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
1.45150,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
1.64943,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
1.80778,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
1.93974,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
2.05284,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
2.15181,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
2.23978,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
2.31895,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
2.39093,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
2.45691,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
2.51781,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
2.57436,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
2.62715,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
2.67663,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
2.72320,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
2.76719,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
2.80886,2.00,1.00,1024.00,20.00,3796545,0.06432,0.00467,1031.84
