
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,4.00,128.00,20.00,3801586,0.06503,0.00548,1303.31
0.00000,2.00,4.00,128.00,20.00,3798628,0.06271,0.00459,1303.68
0.05396,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.08094,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.09893,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.11243,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.12322,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.13222,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.13993,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.14667,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.15267,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.15807,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.16297,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.16747,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.17162,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.17548,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.17908,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.18245,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.18562,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.18862,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
0.19146,2.00,4.00,128.00,20.00,3797146,0.06270,0.00458,1303.70
