
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,1.00,4.00,20.00,3802658,0.07140,0.00526,1234.92
0.00000,2.00,1.00,4.00,20.00,3799126,0.07135,0.00525,1234.83
0.04532,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.06796,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.08306,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.09438,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.10343,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.11098,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.11745,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.12311,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.12814,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.13267,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.13679,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.14056,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.14405,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.14728,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.15030,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.15313,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.15579,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.15831,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
0.16069,2.00,1.00,4.00,20.00,3800151,0.07138,0.00527,1234.87
