
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,4.00,0.25,20.00,3800070,0.08985,0.00790,970.13
0.00000,2.00,4.00,0.25,20.00,3802585,0.08741,0.00712,967.86
0.76865,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
1.15281,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
1.40892,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
1.60100,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
1.75467,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
1.88272,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
1.99249,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
2.08853,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
2.17390,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
2.25073,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
2.32058,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
2.38461,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
2.44371,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
2.49859,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
2.54981,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
2.59783,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
2.64303,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
2.68571,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
2.72615,2.00,4.00,0.25,20.00,3797997,0.08773,0.00709,958.55
