
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,1.00,0.00,20.00,3796758,0.09791,0.00649,784.86
0.00000,2.00,1.00,0.00,20.00,3800412,0.09789,0.00650,785.25
0.75817,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
1.13724,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
1.38995,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
1.57949,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
1.73111,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
1.85747,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
1.96578,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
2.06054,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
2.14478,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
2.22060,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
2.28952,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
2.35270,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
2.41102,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
2.46517,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
2.51571,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
2.56310,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
2.60769,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
2.64981,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
2.68971,2.00,1.00,0.00,20.00,3798953,0.09791,0.00649,784.92
