
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,6.00,0.17,20.00,3798984,0.09957,0.01119,1237.07
0.00000,2.00,6.00,0.17,20.00,3797379,0.09353,0.00869,1240.05
0.02314,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.03406,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.04133,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.04679,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.05116,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.05480,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.05792,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.06065,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.06307,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.06526,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.06724,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.06906,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.07074,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.07230,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.07376,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.07512,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.07640,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.07762,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
0.07877,2.00,6.00,0.17,20.00,3799124,0.09484,0.00894,1241.60
