
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,1.00,2.00,20.00,3797917,0.07606,0.00560,947.04
0.00000,2.00,1.00,2.00,20.00,3796963,0.07607,0.00562,947.15
0.77999,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
1.16999,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
1.43000,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
1.62500,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
1.78101,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
1.91101,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
2.02244,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
2.11994,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
2.20661,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
2.28461,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
2.35552,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
2.42053,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
2.48053,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
2.53624,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
2.58824,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
2.63699,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
2.68288,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
2.72621,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
2.76727,2.00,1.00,2.00,20.00,3798696,0.07604,0.00561,947.10
