
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,9.00,0.89,20.00,3799285,0.09645,0.01653,1315.52
0.00000,2.00,9.00,0.89,20.00,3801567,0.08533,0.00953,1317.91
0.03134,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.04583,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.05549,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.06273,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.06853,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.07336,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.07750,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.08112,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.08434,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.08724,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.08987,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.09229,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.09452,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.09659,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.09852,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.10033,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.10204,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.10365,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
0.10517,2.00,9.00,0.89,20.00,3799677,0.08769,0.01049,1319.37
