
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,1.00,8.00,20.00,3799379,0.06825,0.00501,1003.55
0.00000,2.00,1.00,8.00,20.00,3797720,0.06817,0.00500,1003.41
0.78788,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
1.18181,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
1.44443,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
1.64139,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
1.79896,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
1.93027,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
2.04282,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
2.14130,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
2.22884,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
2.30763,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
2.37925,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
2.44491,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
2.50551,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
2.56179,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
2.61431,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
2.66355,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
2.70990,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
2.75366,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
2.79513,2.00,1.00,8.00,20.00,3800281,0.06820,0.00501,1003.43
