
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,1.00,4.00,20.00,3802658,0.07140,0.00526,980.91
0.00000,2.00,1.00,4.00,20.00,3801334,0.07141,0.00527,980.84
0.78465,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
1.17699,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
1.43855,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
1.63472,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
1.79165,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
1.92244,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
2.03453,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
2.13262,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
2.21980,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
2.29827,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
2.36961,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
2.43500,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
2.49536,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
2.55141,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
2.60372,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
2.65276,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
2.69892,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
2.74251,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
2.78381,2.00,1.00,4.00,20.00,3798974,0.07137,0.00527,980.67
