
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,6.00,0.67,20.00,3798141,0.08464,0.00980,1280.40
0.00000,2.00,6.00,0.67,20.00,3802561,0.07867,0.00712,1282.82
0.03800,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.05673,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.06922,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.07859,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.08609,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.09233,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.09768,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.10237,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.10653,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.11028,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.11368,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.11681,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.11969,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.12237,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.12486,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.12721,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.12941,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.13149,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
0.13346,2.00,6.00,0.67,20.00,3803422,0.07920,0.00720,1283.63
