
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,9.00,56.89,20.00,3798659,0.08911,0.01550,1160.56
0.00000,2.00,9.00,56.89,20.00,3798383,0.07842,0.00844,1119.69
0.77764,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
1.16560,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
1.42424,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
1.61822,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
1.77341,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
1.90273,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
2.01357,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
2.11056,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
2.19678,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
2.27437,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
2.34491,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
2.40957,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
2.46925,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
2.52468,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
2.57641,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
2.62490,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
2.67054,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
2.71365,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
2.75449,2.00,9.00,56.89,20.00,3799584,0.08013,0.00918,1079.86
