
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,1.00,128.00,20.00,3799055,0.06456,0.00469,1030.09
0.00000,2.00,1.00,128.00,20.00,3800907,0.06461,0.00470,1030.09
0.79144,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
1.18718,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
1.45100,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
1.64887,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
1.80716,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
1.93907,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
2.05214,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
2.15107,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
2.23901,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
2.31816,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
2.39011,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
2.45607,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
2.51695,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
2.57348,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
2.62625,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
2.67571,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
2.72227,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
2.76624,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
2.80790,2.00,1.00,128.00,20.00,3800335,0.06459,0.00470,1030.07
