
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,9.00,0.22,20.00,3798441,0.10969,0.01847,1121.92
0.00000,2.00,9.00,0.22,20.00,3797794,0.09790,0.01132,1107.65
0.75816,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
1.13538,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
1.38686,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
1.57547,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
1.72636,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
1.85210,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
1.95987,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
2.05418,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
2.13801,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
2.21345,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
2.28203,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
2.34490,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
2.40294,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
2.45683,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
2.50712,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
2.55428,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
2.59865,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
2.64057,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
2.68028,2.00,9.00,0.22,20.00,3798231,0.10161,0.01282,1043.90
