
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,9.00,0.11,0.05,3799943,0.11799,0.01955,1106.39
0.00000,2.00,9.00,0.11,0.05,3802394,0.10612,0.01237,1101.64
-0.00612,2.00,9.00,0.11,0.05,3798114,0.11933,0.01865,1235.14
-0.01579,2.00,9.00,0.11,0.05,3800044,0.15068,0.04675,1258.84
-0.03268,2.00,9.00,0.11,0.05,3798310,0.21575,0.15671,1261.77
-0.06162,2.00,9.00,0.11,0.05,3799951,0.33428,0.56150,1263.04
-0.10848,2.00,9.00,0.11,0.05,3800204,0.51970,1.71074,1264.81
-0.17843,2.00,9.00,0.11,0.05,3799142,0.80105,4.63969,1265.92
-0.27858,2.00,9.00,0.11,0.05,3797845,1.20224,11.40834,1267.14
-0.41636,2.00,9.00,0.11,0.05,3796789,1.75633,25.53099,1267.66
-0.60039,2.00,9.00,0.11,0.05,3798575,2.49527,53.15668,1267.95
-0.83992,2.00,9.00,0.11,0.05,3798110,3.45635,104.19172,1268.01
-1.14504,2.00,9.00,0.11,0.05,3801493,4.67653,193.69200,1268.19
-1.52642,2.00,9.00,0.11,0.05,3798906,6.21131,344.20829,1267.94
-1.99652,2.00,9.00,0.11,0.05,3798921,8.10028,589.70442,1268.03
