
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,1.00,8.00,0.05,3799379,0.06825,0.00501,1003.55
0.00000,2.00,1.00,8.00,0.05,3801521,0.06827,0.00502,1003.48
0.03173,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.04762,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.05821,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.06615,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.07251,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.07780,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.08234,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.08631,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.08985,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.09302,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.09591,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.09856,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.10100,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.10327,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.10539,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.10738,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.10925,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.11101,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
0.11268,2.00,1.00,8.00,0.05,3801272,0.06822,0.00501,1003.49
