
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,6.00,0.17,0.05,3798984,0.09957,0.01119,1025.97
0.00000,2.00,6.00,0.17,0.05,3803191,0.09357,0.00872,1016.53
0.00643,2.00,6.00,0.17,0.05,3800162,0.09458,0.00886,989.36
0.00914,2.00,6.00,0.17,0.05,3803810,0.09474,0.00895,989.50
0.01090,2.00,6.00,0.17,0.05,3801121,0.09466,0.00890,989.09
0.01223,2.00,6.00,0.17,0.05,3800539,0.09467,0.00891,988.99
0.01330,2.00,6.00,0.17,0.05,3800539,0.09467,0.00891,988.99
0.01419,2.00,6.00,0.17,0.05,3801197,0.09470,0.00894,989.14
0.01494,2.00,6.00,0.17,0.05,3801197,0.09470,0.00894,989.14
0.01561,2.00,6.00,0.17,0.05,3802805,0.09460,0.00891,989.21
0.01621,2.00,6.00,0.17,0.05,3802805,0.09460,0.00891,989.21
0.01675,2.00,6.00,0.17,0.05,3802805,0.09460,0.00891,989.21
0.01724,2.00,6.00,0.17,0.05,3802834,0.09462,0.00889,989.19
0.01769,2.00,6.00,0.17,0.05,3802834,0.09462,0.00889,989.19
0.01810,2.00,6.00,0.17,0.05,3802834,0.09462,0.00889,989.19
0.01848,2.00,6.00,0.17,0.05,3802834,0.09462,0.00889,989.19
0.01884,2.00,6.00,0.17,0.05,3802834,0.09462,0.00889,989.19
0.01918,2.00,6.00,0.17,0.05,3802834,0.09462,0.00889,989.19
0.01950,2.00,6.00,0.17,0.05,3802834,0.09462,0.00889,989.19
0.01980,2.00,6.00,0.17,0.05,3802834,0.09462,0.00889,989.19
0.02008,2.00,6.00,0.17,0.05,3802834,0.09462,0.00889,989.19
