
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,4.00,0.12,0.05,3800060,0.09702,0.00839,942.90
0.00000,2.00,4.00,0.12,0.05,3800861,0.09459,0.00763,942.54
0.00541,2.00,4.00,0.12,0.05,3799595,0.09502,0.00758,931.62
0.00790,2.00,4.00,0.12,0.05,3799224,0.09509,0.00759,931.43
0.00954,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01077,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01175,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01257,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01328,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01389,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01444,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01493,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01538,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01579,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01617,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01652,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01685,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01715,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01744,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01772,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
0.01797,2.00,4.00,0.12,0.05,3798746,0.09508,0.00760,931.40
