
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,9.00,0.44,1.00,3800023,0.72952,1.23798,1362.62
0.00000,2.00,9.00,0.44,1.00,3799508,0.60824,0.82523,1356.89
0.24782,2.00,9.00,0.44,1.00,3798381,0.75143,1.29332,1364.65
0.30013,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.33461,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.36047,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.38115,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.39839,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.41317,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.42610,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.43759,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.44793,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.45734,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.46595,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.47391,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.48130,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.48819,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.49466,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.50074,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.50649,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
0.51193,2.00,9.00,0.44,1.00,3798481,0.75262,1.29287,1364.61
