
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,6.00,1.33,20.00,3797294,0.07940,0.00907,1083.16
0.00000,2.00,6.00,1.33,20.00,3798429,0.07364,0.00650,1058.77
0.78241,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
1.17338,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
1.43403,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
1.62951,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
1.78590,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
1.91623,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
2.02793,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
2.12568,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
2.21256,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
2.29075,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
2.36184,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
2.42700,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
2.48715,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
2.54300,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
2.59513,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
2.64400,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
2.69000,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
2.73344,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
2.77460,2.00,6.00,1.33,20.00,3798809,0.07411,0.00657,1044.56
