
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,9.00,0.00,1.00,3797684,0.98336,1.48023,1205.39
0.00000,2.00,9.00,0.00,1.00,3805692,0.87850,1.07937,1371.16
-0.02245,2.00,9.00,0.00,1.00,3802451,0.97219,1.29173,1372.77
-0.08051,2.00,9.00,0.00,1.00,3804225,1.21639,2.59373,1374.21
-0.20063,2.00,9.00,0.00,1.00,3806239,1.72300,8.66067,1374.69
-0.41736,2.00,9.00,0.00,1.00,3803828,2.63502,31.16426,1374.44
-0.77316,2.00,9.00,0.00,1.00,3804648,4.13079,99.72552,1374.61
-1.31894,2.00,9.00,0.00,1.00,3804220,6.43665,284.31925,1374.46
-2.11617,2.00,9.00,0.00,1.00,3802000,9.79109,721.05871,1374.42
-3.23305,2.00,9.00,0.00,1.00,3803148,14.49103,1669.25878,1374.38
