
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,1.00,1.00,1.00,3796752,0.50912,0.71246,1235.71
0.00000,2.00,1.00,1.00,1.00,3802598,0.19677,0.10429,1042.66
0.65929,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
0.99430,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
1.21764,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
1.38514,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
1.51914,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
1.63081,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
1.72653,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
1.81028,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
1.88473,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
1.95173,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
2.01264,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
2.06848,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
2.12002,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
2.16788,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
2.21254,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
2.25442,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
2.29383,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
2.33106,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
2.36632,2.00,1.00,1.00,1.00,3800139,0.18604,0.05201,1000.00
