1.47304,2.00,1.00,0.50,1.00,0.18679,883.17
1.42793,2.00,1.00,0.50,1.00,0.20060,893.20
0.04202,2.00,1.00,0.50,0.05,0.08820,865.32
1.85168,2.00,1.00,128.00,1.00,0.07967,1002.75
1.45601,2.00,1.00,0.50,1.00,0.18631,873.33
1.90781,2.00,1.00,1024.00,1.00,0.06225,1032.88
1.54764,2.00,1.00,8.00,1.00,0.17778,881.43
1.47439,2.00,1.00,1.00,1.00,0.18069,886.28
1.53578,2.00,1.00,0.25,1.00,0.16655,872.91
1.34672,2.00,1.00,0.00,1.00,0.22069,890.81
1.49863,2.00,1.00,4.00,1.00,0.18038,897.50
1.86496,2.00,1.00,512.00,1.00,0.07602,1020.00
1.47491,2.00,1.00,2.00,1.00,0.18837,889.48
1.41797,2.00,1.00,0.12,1.00,0.20735,879.49
1.90928,2.00,4.00,256.00,1.00,0.06175,1056.19
1.87357,2.00,4.00,32.00,1.00,0.07084,1053.94
1.86870,2.00,4.00,128.00,1.00,0.07603,1052.37
1.07334,2.00,4.00,2.00,1.00,0.31121,1060.54
0.50924,2.00,4.00,1.00,1.00,0.50144,1070.85
0.02913,2.00,4.00,0.50,1.00,0.58779,1121.97
1.88843,2.00,6.00,170.67,1.00,0.06777,1060.35
1.81647,2.00,6.00,85.33,1.00,0.09221,1057.81
1.70527,2.00,6.00,21.33,1.00,0.13514,1071.56
0.00000,2.00,6.00,1.33,1.00,0.37100,1282.42
0.04552,2.00,6.00,0.67,1.00,0.53049,1103.43
1.74122,2.00,9.00,56.89,1.00,0.11886,1077.99
1.72227,2.00,9.00,14.22,1.00,0.11991,1078.82
1.85449,2.00,9.00,113.78,1.00,0.07703,1071.99
0.38495,2.00,9.00,0.89,1.00,0.54056,1102.42
0.03513,2.00,9.00,0.44,1.00,0.59294,1240.09
0.04650,2.00,1.00,1.00,0.05,0.08689,891.56
0.03121,2.00,1.00,0.50,0.05,0.09083,869.56
0.07708,2.00,1.00,2.00,0.05,0.07827,951.68
0.08257,2.00,1.00,4.00,0.05,0.07673,993.31
0.02326,2.00,1.00,0.25,0.05,0.09344,837.08
0.01256,2.00,1.00,0.00,0.05,0.09646,784.76
0.00727,2.00,1.00,0.12,0.05,0.09797,812.55
0.08817,2.00,1.00,8.00,0.05,0.07505,1002.18
0.13626,2.00,1.00,128.00,0.05,0.06159,1024.21
0.10604,2.00,1.00,1024.00,0.05,0.07011,1040.41
0.13124,2.00,1.00,512.00,0.05,0.06301,1035.08
0.00110,2.00,4.00,0.06,0.05,0.09867,913.09
0.10232,2.00,4.00,2.00,0.05,0.07239,1021.56
0.06835,2.00,4.00,0.50,0.05,0.08069,997.51
0.04568,2.00,4.00,0.25,0.05,0.08670,959.02
0.02530,2.00,4.00,0.12,0.05,0.09148,932.14
0.09059,2.00,4.00,1.00,0.05,0.07594,1020.98
0.13483,2.00,4.00,256.00,0.05,0.06091,1049.71
0.13109,2.00,4.00,32.00,0.05,0.06264,1047.15
0.13592,2.00,4.00,128.00,0.05,0.06167,1047.94
0.10462,2.00,6.00,85.33,0.05,0.07016,1066.87
0.08594,2.00,6.00,1.33,0.05,0.07595,1039.96
0.11503,2.00,6.00,21.33,0.05,0.06768,1062.63
0.10910,2.00,6.00,170.67,0.05,0.06899,1074.68
0.03956,2.00,6.00,0.33,0.05,0.08854,1017.36
0.06978,2.00,6.00,0.67,0.05,0.07874,1025.47
0.01407,2.00,6.00,0.17,0.05,0.09809,992.22
0.05112,2.00,9.00,14.22,0.05,0.08644,1083.36
0.01944,2.00,9.00,0.44,0.05,0.09465,1051.70
0.05532,2.00,9.00,113.78,0.05,0.08666,1079.96
0.03943,2.00,9.00,0.89,0.05,0.09130,1065.56
0.06068,2.00,9.00,56.89,0.05,0.08469,1083.95
-0.00058,2.00,9.00,0.22,0.05,0.09875,1120.29
0.12636,2.00,1.00,512.00,0.05,0.06437,1031.52
0.11268,2.00,1.00,8.00,0.05,0.06822,1003.49
0.12633,2.00,1.00,1024.00,0.05,0.06440,1031.94
0.12576,2.00,1.00,128.00,0.05,0.06455,1029.98
0.10144,2.00,1.00,4.00,0.05,0.07142,980.85
0.08498,2.00,1.00,2.00,0.05,0.07604,947.10
1.58863,2.00,1.00,512.00,1.00,0.18619,878.34
1.58361,2.00,1.00,128.00,1.00,0.18651,878.48
1.58769,2.00,1.00,1024.00,1.00,0.18682,878.73
1.51577,2.00,1.00,8.00,1.00,0.18652,878.78
1.46060,2.00,1.00,2.00,1.00,0.18652,878.66
1.47998,2.00,1.00,4.00,1.00,0.18607,878.44
0.06473,2.00,1.00,1.00,0.05,0.08176,905.64
1.46247,2.00,1.00,0.50,1.00,0.18598,878.53
1.46367,2.00,1.00,0.00,1.00,0.18657,878.72
1.45652,2.00,1.00,1.00,1.00,0.18656,878.70
1.46452,2.00,1.00,0.12,1.00,0.18617,878.55
1.46185,2.00,1.00,0.25,1.00,0.18654,878.54
0.04472,2.00,1.00,0.50,0.05,0.08742,864.81
0.02907,2.00,1.00,0.25,0.05,0.09181,832.68
1.88185,2.00,4.00,128.00,1.00,0.07114,1051.23
1.89325,2.00,4.00,256.00,1.00,0.06720,1051.31
1.80967,2.00,4.00,32.00,1.00,0.09619,1052.16
0.01868,2.00,1.00,0.12,0.05,0.09474,811.51
0.00737,2.00,1.00,0.00,0.05,0.09794,784.99
0.84878,2.00,4.00,2.00,1.00,0.40360,1063.18
0.13252,2.00,4.00,256.00,0.05,0.06263,1050.93
0.13118,2.00,4.00,32.00,0.05,0.06302,1049.41
1.87016,2.00,6.00,170.67,1.00,0.07422,1063.46
1.85387,2.00,6.00,85.33,1.00,0.07967,1063.64
0.13238,2.00,4.00,128.00,0.05,0.06266,1050.53
1.75169,2.00,6.00,21.33,1.00,0.11458,1065.25
0.34360,2.00,4.00,1.00,1.00,0.55684,1068.47
0.11110,2.00,4.00,2.00,0.05,0.06871,1029.00
0.11603,2.00,6.00,85.33,0.05,0.06731,1062.44
0.11466,2.00,6.00,21.33,0.05,0.06770,1061.32
0.09206,2.00,6.00,1.33,0.05,0.07417,1045.01
0.02904,2.00,4.00,0.50,1.00,0.59035,1131.95
0.09502,2.00,4.00,1.00,0.05,0.07328,1011.97
0.11603,2.00,6.00,170.67,0.05,0.06732,1062.47
0.51169,2.00,6.00,1.33,1.00,0.49401,1083.42
0.07140,2.00,4.00,0.50,0.05,0.07994,987.51
1.81939,2.00,9.00,113.78,1.00,0.08918,1080.86
1.79331,2.00,9.00,56.89,1.00,0.09790,1081.00
1.64185,2.00,9.00,14.22,1.00,0.14812,1083.30
0.04410,2.00,4.00,0.25,0.05,0.08765,958.72
0.07430,2.00,6.00,0.67,0.05,0.07921,1030.96
0.04641,2.00,6.00,0.67,1.00,0.59890,1117.43
0.01797,2.00,4.00,0.12,0.05,0.09508,931.40
0.04886,2.00,6.00,0.33,0.05,0.08650,1011.39
0.07231,2.00,9.00,113.78,0.05,0.08009,1080.24
