
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,6.00,21.33,1.00,3799891,0.11723,0.10699,1104.69
0.00000,2.00,6.00,21.33,1.00,3799599,0.08532,0.03049,1102.20
0.77073,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
1.14137,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
1.38846,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
1.57377,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
1.72203,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
1.84557,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
1.95147,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
2.04413,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
2.12649,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
2.20062,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
2.26800,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
2.32978,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
2.38680,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
2.43974,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
2.48916,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
2.53549,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
2.57910,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
2.62028,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
2.65929,2.00,6.00,21.33,1.00,3805165,0.11479,0.11452,1065.29
