
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,1.00,512.00,20.00,3799308,0.06433,0.00466,1031.55
0.00000,2.00,1.00,512.00,20.00,3799409,0.06436,0.00466,1031.57
0.79170,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
1.18755,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
1.45145,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
1.64938,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
1.80772,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
1.93968,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
2.05278,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
2.15174,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
2.23971,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
2.31888,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
2.39085,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
2.45683,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
2.51773,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
2.57428,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
2.62706,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
2.67654,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
2.72311,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
2.76710,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
2.80877,2.00,1.00,512.00,20.00,3799560,0.06435,0.00467,1031.52
