
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,4.00,32.00,1.00,3798432,0.09699,0.07507,1064.77
0.00000,2.00,4.00,32.00,1.00,3798987,0.07392,0.01987,1068.79
0.52608,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
0.77799,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
0.94593,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.07188,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.17265,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.25662,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.32859,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.39157,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.44754,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.49793,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.54373,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.58571,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.62447,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.66045,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.69404,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.72553,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.75517,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.78316,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
1.80967,2.00,4.00,32.00,1.00,3802176,0.09619,0.07903,1052.16
