
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,4.00,0.50,1.00,3798268,0.68823,1.00632,1085.90
0.00000,2.00,4.00,0.50,1.00,3798870,0.50406,0.54108,1273.22
0.09594,2.00,4.00,0.50,1.00,3801614,0.69792,1.01626,1073.94
0.04698,2.00,4.00,0.50,1.00,3801144,0.68645,0.98489,1077.29
0.01816,2.00,4.00,0.50,1.00,3800184,0.45484,0.57924,1238.00
0.05445,2.00,4.00,0.50,1.00,3798683,0.69500,1.00997,1075.00
0.03545,2.00,4.00,0.50,1.00,3801695,0.64980,0.90982,1094.81
0.02715,2.00,4.00,0.50,1.00,3800406,0.56855,0.77912,1147.18
0.03165,2.00,4.00,0.50,1.00,3799970,0.61812,0.85473,1113.53
0.02938,2.00,4.00,0.50,1.00,3799578,0.60352,0.83402,1122.82
0.02899,2.00,4.00,0.50,1.00,3798682,0.58612,0.80665,1132.89
0.03038,2.00,4.00,0.50,1.00,3802791,0.60247,0.82786,1122.51
0.03015,2.00,4.00,0.50,1.00,3799445,0.60162,0.82391,1122.34
0.03002,2.00,4.00,0.50,1.00,3800279,0.60354,0.82794,1122.85
0.02975,2.00,4.00,0.50,1.00,3799578,0.60352,0.83402,1122.82
0.02950,2.00,4.00,0.50,1.00,3799578,0.60352,0.83402,1122.82
0.02926,2.00,4.00,0.50,1.00,3799578,0.60352,0.83402,1122.82
0.02904,2.00,4.00,0.50,1.00,3797984,0.59035,0.81652,1131.95
0.02961,2.00,4.00,0.50,1.00,3799578,0.60352,0.83402,1122.82
0.02941,2.00,4.00,0.50,1.00,3799578,0.60352,0.83402,1122.82
0.02923,2.00,4.00,0.50,1.00,3799578,0.60352,0.83402,1122.82
