
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.00000,2.00,6.00,170.67,1.00,3800131,0.07872,0.02175,1102.51
0.00000,2.00,6.00,170.67,1.00,3801616,0.06940,0.00876,1076.38
0.53060,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
0.79349,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
0.96875,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.10020,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.20536,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.29299,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.36810,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.43382,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.49224,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.54482,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.59262,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.63644,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.67688,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.71444,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.74949,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.78235,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.81328,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.84249,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
1.87016,2.00,6.00,170.67,1.00,3804116,0.07422,0.02382,1063.46
