
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.01000,2.00,9.00,14.22,1.00,3801476,0.15253,0.17242,1163.94
0.01000,2.00,9.00,14.22,1.00,3802795,0.10810,0.05477,1126.26
