
beta,macro_arrival,small_arrival,avg_idle_time,avg_setup_time,num_of_jobs,avg_resp_time,var_resp_time,avg_power
0.01000,2.00,6.00,0.04,1.00,3798886,0.93080,1.28175,1144.66
0.01000,2.00,6.00,0.04,1.00,3801725,0.74822,0.85185,1330.91
