[210845, 0]	[49311, 896784]	[49220, 898258]	[49239, 899815]	[48987, 899334]
[209925, 0]	[48759, 898394]	[48902, 898000]	[48949, 896530]	[48016, 899732]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
[209323, 0]	[0, 947896]	[0, 947626]	[0, 945254]	[0, 946575]
