[307747, 0]	[36114, 887830]	[35642, 887139]	[35846, 888327]	[36068, 886171]
[308377, 0]	[243965, 679510]	[244696, 679260]	[244118, 677617]	[243919, 680589]
[308208, 0]	[30, 925462]	[0, 922957]	[14, 923901]	[18, 923177]
[307597, 0]	[36, 922019]	[9, 921834]	[21, 923740]	[43, 924824]
[308222, 0]	[103, 923872]	[28, 923865]	[24, 923914]	[59, 923695]
[308251, 0]	[70, 923982]	[32, 921420]	[107, 923604]	[20, 923819]
[308357, 0]	[25, 923344]	[43, 923848]	[65, 924279]	[50, 923999]
[308532, 0]	[58, 922209]	[105, 923835]	[136, 922419]	[128, 922666]
[307318, 0]	[76, 924012]	[104, 921686]	[148, 922809]	[95, 924803]
[307809, 0]	[141, 923477]	[186, 924066]	[94, 924548]	[134, 924810]
[308287, 0]	[147, 924756]	[149, 922545]	[199, 925908]	[222, 924022]
[309607, 0]	[193, 922599]	[156, 923024]	[262, 922766]	[139, 923078]
[307837, 0]	[192, 921537]	[177, 923459]	[225, 922435]	[200, 924886]
[307836, 0]	[301, 922009]	[202, 923803]	[238, 923708]	[353, 923560]
[308235, 0]	[289, 924177]	[245, 921475]	[378, 923598]	[352, 923780]
[308306, 0]	[307, 924153]	[344, 922482]	[441, 923613]	[335, 922349]
[308075, 0]	[283, 922912]	[221, 922360]	[261, 923833]	[351, 922280]
[308054, 0]	[340, 922096]	[378, 923421]	[390, 922162]	[317, 921887]
[308054, 0]	[340, 922096]	[378, 923421]	[390, 922162]	[317, 921887]
[309010, 0]	[406, 924078]	[517, 922092]	[514, 924460]	[498, 922874]
[309010, 0]	[406, 924078]	[517, 922092]	[514, 924460]	[498, 922874]
