[1334017, 0]	[0, 665566]	[0, 666996]	[0, 666876]	[0, 666118]
[1332991, 0]	[166415, 497947]	[168836, 497242]	[166269, 500093]	[166464, 500619]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
[1334162, 0]	[664964, 6]	[666380, 5]	[665833, 2]	[666405, 12]
