[308919, 0]	[35552, 886233]	[35463, 887118]	[35941, 886259]	[35617, 887684]
[308119, 0]	[247069, 675281]	[248007, 675665]	[246305, 676324]	[249111, 676959]
[307619, 0]	[228583, 695638]	[230151, 694239]	[227485, 696967]	[229122, 694061]
[308055, 0]	[4263, 919268]	[4978, 918718]	[4663, 918968]	[4547, 918887]
[308208, 0]	[164374, 759705]	[166253, 757488]	[167331, 757084]	[166002, 757687]
[307806, 0]	[28027, 897388]	[27782, 895396]	[27588, 895841]	[27904, 894515]
[308092, 0]	[87402, 834020]	[87623, 836429]	[88157, 835676]	[86439, 836374]
[307490, 0]	[77122, 848682]	[77051, 847440]	[77224, 847372]	[76894, 846850]
[308161, 0]	[86131, 837351]	[85377, 837778]	[85799, 837040]	[86440, 836931]
[308105, 0]	[75374, 848757]	[75880, 849796]	[76476, 846427]	[75892, 847390]
[307162, 0]	[76824, 846995]	[76274, 847308]	[76420, 848535]	[76498, 846975]
[307328, 0]	[76507, 847065]	[75804, 847649]	[76109, 847662]	[76917, 848926]
[307783, 0]	[76530, 847156]	[75824, 847522]	[77671, 846363]	[76249, 847888]
[307490, 0]	[77122, 848682]	[77051, 847440]	[77224, 847372]	[76894, 846850]
[307190, 0]	[76981, 847823]	[76757, 847744]	[76481, 847616]	[77089, 847068]
[307451, 0]	[83197, 839725]	[82877, 839921]	[83545, 841623]	[83659, 839536]
[307490, 0]	[77122, 848682]	[77051, 847440]	[77224, 847372]	[76894, 846850]
[307190, 0]	[76981, 847823]	[76757, 847744]	[76481, 847616]	[77089, 847068]
[307451, 0]	[83197, 839725]	[82877, 839921]	[83545, 841623]	[83659, 839536]
[307490, 0]	[77122, 848682]	[77051, 847440]	[77224, 847372]	[76894, 846850]
[307190, 0]	[76981, 847823]	[76757, 847744]	[76481, 847616]	[77089, 847068]
