[443956, 0]	[16597, 872634]	[16701, 873315]	[16725, 872258]	[16816, 869802]
[444537, 0]	[357438, 530726]	[355358, 532894]	[356129, 531824]	[356581, 532882]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
[443963, 0]	[0, 888340]	[0, 888772]	[0, 887618]	[0, 889933]
