[1334017, 0]	[0, 665566]	[0, 666996]	[0, 666876]	[0, 666118]
[1332667, 0]	[167459, 499247]	[167800, 498789]	[167264, 500610]	[166143, 501388]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
[1334138, 0]	[666554, 11]	[666719, 1]	[666443, 19]	[665439, 4]
