[210432, 0]	[49063, 898961]	[49262, 898811]	[49107, 898387]	[48728, 897155]
[209943, 0]	[26969, 920803]	[26850, 919158]	[26990, 919273]	[27375, 919662]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
[210070, 0]	[0, 946271]	[0, 946665]	[0, 946398]	[0, 947798]
