[1335087, 0]	[0, 666231]	[0, 667626]	[0, 666025]	[0, 666530]
[1333990, 0]	[273417, 393618]	[272672, 393853]	[270831, 396244]	[273345, 392872]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
[1333550, 0]	[665805, 19]	[667229, 3]	[667227, 2]	[665504, 1]
