[1333674, 0]	[0, 666226]	[0, 667221]	[0, 665927]	[0, 666808]
[1332525, 0]	[655461, 10729]	[657262, 10888]	[656365, 10825]	[656159, 10724]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
[1333890, 0]	[665785, 1]	[667268, 1]	[666794, 1]	[666468, 1]
