2.49708,2.00,1.00,512.00,1.00,0.18614,1000.00
2.49250,2.00,1.00,128.00,1.00,0.18638,1000.00
2.42474,2.00,1.00,8.00,1.00,0.18625,1000.00
2.49894,2.00,1.00,1024.00,1.00,0.18572,1000.00
2.36927,2.00,1.00,2.00,1.00,0.18636,1000.00
2.36632,2.00,1.00,1.00,1.00,0.18604,1000.00
2.37220,2.00,1.00,0.00,1.00,0.18659,1000.00
2.38777,2.00,1.00,4.00,1.00,0.18619,1000.00
2.78901,2.00,4.00,128.00,1.00,0.07166,1304.45
2.80189,2.00,4.00,256.00,1.00,0.06717,1304.27
2.72042,2.00,4.00,32.00,1.00,0.09526,1305.32
1.75334,2.00,4.00,2.00,1.00,0.40455,1316.38
2.76152,2.00,6.00,85.33,1.00,0.08005,1316.28
1.25559,2.00,4.00,1.00,1.00,0.55546,1321.85
2.78101,2.00,6.00,170.67,1.00,0.07336,1315.96
2.66002,2.00,6.00,21.33,1.00,0.11445,1317.97
0.76086,2.00,4.00,0.50,1.00,0.69531,1326.82
0.39258,2.00,4.00,0.25,1.00,0.80000,1330.75
1.41260,2.00,6.00,1.33,1.00,0.49680,1336.13
0.03314,2.00,4.00,0.00,1.00,0.79930,1294.87
2.70642,2.00,9.00,56.89,1.00,0.09622,1333.49
2.73079,2.00,9.00,113.78,1.00,0.08816,1333.06
0.86328,2.00,6.00,0.67,1.00,0.65622,1343.65
2.55294,2.00,9.00,14.22,1.00,0.14708,1335.88
0.40275,2.00,6.00,0.33,1.00,0.78358,1349.94
0.00000,2.00,6.00,0.17,1.00,0.72565,1341.81
0.03295,2.00,6.00,0.00,1.00,0.84858,1358.08
1.02999,2.00,9.00,0.89,1.00,0.60530,1357.47
0.51193,2.00,9.00,0.44,1.00,0.75262,1364.61
0.12129,2.00,9.00,0.22,1.00,0.85208,1369.78
0.06285,2.00,9.00,0.11,1.00,0.85308,1372.79
